city,Id,Filter,Created_Time,Longitude,Latitude,Likes,Comments,color1,color2,color3,color4,color5
london,954259882252990353_1385196564,Normal,1427976664,-0.183345251,51.5133918,3,0,#1b1a1b,#bfaead,#756f6a,#6e9cab,#5f839f
tokyo,954026521269040399_259070700,Normal,1427948845,139.72018387,35.66863122,0,0,#4b362e,#d0b8a2,#99b4e4,#7a84bd,#926b49
london,954260784146590625_257642345,Valencia,1427976771,-0.167706741,51.493878266,1,0,#a78e59,#5e3324,#d7d4ca,#e2d194,#60543a
tokyo,953944111184966127_1373074187,Normal,1427939021,139.718340195,35.725919338,1,0,#ecdac7,#453831,#b3917b,#865752,#9c7b54
tokyo,954057350999056687_142439,Slumber,1427952520,139.73025274,35.739889315,0,0,#ebe3c9,#382f28,#716d6c,#c5ad81,#a58968
seoul,954257549031021168_878983749,Mayfair,1427976386,126.981451958,37.570755673,0,0,#dab57a,#301a11,#be753c,#7b482e,#9c8484
tokyo,954007053003763060_37410106,Normal,1427946524,139.777870452,35.715514213,0,0,#d4d1d3,#69c1e9,#1d2434,#857170,#6280a5
tokyo,954287261529215891_678702115,Normal,1427979928,139.708250692,35.689946404,1,0,#c0b5a7,#342c30,#764d46,#787478,#886745
tokyo,953923626905515657_218580908,Normal,1427936579,139.718169444,35.672602778,0,0,#b19f3e,#f7f6f3,#403423,#b8b09b,#535751
tokyo,954035983705704549_11758585,Normal,1427949973,139.759215186,35.668447918,14,0,#455262,#d4ded7,#a0caab,#89a6b7,#86969e
tokyo,954279613326997234_1486204140,Normal,1427979016,139.773003655,35.696562486,16,0,#d7a39a,#261a1e,#834c4e,#979d8d,#947c9c
seoul,954267621937576140_1724084029,Aden,1427977586,127.038282,37.5260878,3,6,#684a4c,#b1c1b9,#ca715a,#908f8f,#b7bb9d
tokyo,954043438071310352_1426005537,Crema,1427950862,139.73642,35.71638,0,0,#42383f,#d8be9e,#986f65,#afab7f,#b1aca9
seoul,954284153221863257_402691204,Normal,1427979557,126.970409855,37.544723493,0,0,#2d2721,#dcd5c9,#c94235,#a08978,#a47357
paris,954542416778399359_243856954,Stinson,1428010345,2.325470719,48.882225474,1,0,#c9b6a7,#5a4840,#8b796e,#8a5f55,#806c5c
tokyo,953987390712513034_816016983,Normal,1427944180,139.784424853,35.683915394,2,0,#7c6c5a,#d1c3b5,#1b8ed5,#1d252a,#8cc8f1
seoul,954519148776708844_347497357,Normal,1428007571,127.021532332,37.590061245,1,0,#e7b244,#321b10,#a4280d,#f8d6a5,#b9641a
paris,954525379357004042_1430062771,Aden,1428008314,2.337622844,48.878346569,3,0,#52332d,#eadac7,#975d44,#c1805b,#e9b97f
london,954539845592700949_1311115149,Crema,1428010038,-0.155842877,51.521141128,0,0,#c5aea0,#1f182d,#60393a,#695d65,#7a533f
stockholm,954512701812896682_402022555,Normal,1428006802,17.970170259,59.366074377,1,0,#dfc7be,#36332c,#9a3119,#b47b3f,#a97f6f
rome,954504064246483073_1559091281,Normal,1428005773,12.475619,41.9124843,0,0,#665f57,#cdcece,#a3a3a4,#ccb9a6,#b7bcb7
paris,954514397912146265_204230807,Normal,1428007004,2.337795,48.859203333,4,0,#4f463d,#c8c2b7,#908877,#c9ba89,#b59678
berlin,954522396545388590_5368971,Normal,1428007958,13.37440818,52.508055505,1,0,#cececc,#18202c,#717173,#534e49,#65604f
london,954515389319580582_491465609,Normal,1428007123,-0.143727833,51.50833,0,0,#302f29,#dedeca,#a9b1a2,#8e836c,#9095a1
tokyo,954013254710418362_209655469,Mayfair,1427947264,139.769316667,35.727946667,1,0,#b29e9c,#251f1e,#567dab,#50403b,#4f4156
newyork,953919725954281596_485073979,Normal,1427936114,-74.043361,40.720036,2,0,#e8c7a9,#94221e,#461f12,#bd6b37,#b7795b
london,954612852590779278_33368205,Ludwig,1428018741,-0.17738,51.495525,2,0,#291e18,#ece6db,#8a4d2a,#b48e51,#928c89
london,954142339223269395_222286035,Normal,1427962652,-0.138625,51.513066667,2,0,#5e5e5e,#eeeeee,#878787,darkgrey,#949494
tokyo,954222923907193845_31235373,Ludwig,1427972258,139.728048253,35.6710065,1,0,#ddd8cf,#2b2219,#9c472e,#a9947a,#c19047
paris,954632056279477562_264663914,Normal,1428021030,2.288105,48.862355,3,0,#b3cbe0,#33241c,#7c7884,#685c72,#5c6674
rome,954489005026610542_237347082,Normal,1428003977,12.486867797,41.90235525,0,0,#32333a,#d2c7b4,#989086,#acaca7,#a9a2a4
newyork,954683556081819948_1479257679,Normal,1428027170,-74.066925,40.725841667,0,0,#9e988b,#4f422a,#d3d2e0,#625c57,#646456
moscow,954523531883618428_1236622855,Normal,1428008093,37.620473181,55.769630502,3,1,#413838,#b7a8a5,#80767f,#928796,#a17e6b
moscow,954507215506323142_344439940,Normal,1428006148,37.609347936,55.741648618,3,0,#2c1f1e,#f7eeea,#5d7c97,#849eb2,#cd6026
london,954504675692516083_24271667,Hudson,1428005845,-0.142348284,51.516707876,1,0,#371e27,#baa59e,#7a6767,#9e816e,#8d7e8e
newyork,954653079422593291_188063545,Normal,1428023537,-74.030913833,40.737161667,3,0,#453c3d,#cec0b4,#928375,#a9b0b5,#9d9eb0
paris,954482214498761057_274707077,Normal,1428003168,2.279816069,48.890933596,0,0,#d4c7bc,#26201b,#8b402f,#a48265,#9e6a42
berlin,954675479614376643_3223121,Aden,1428026207,13.396584056,52.511117884,1,0,#d1b7ac,#342831,#7f6767,#9a8f91,#766ea4
paris,954500783648114589_4212912,Normal,1428005382,2.288811667,48.83287,0,0,#d2bfad,#312c24,#8c3426,#ad6839,#797f69
london,954646267864051763_174808099,Clarendon,1428022725,-0.124677317,51.552366825,0,0,#0c061c,#d4cc8d,#180cd6,#140c6a,#808cb8
moscow,954614585308164187_362448275,Valencia,1428018948,37.636915974,55.801393776,0,0,#4e241e,#c7ac86,#8e6747,#ab7a53,#9c8474
newyork,954504991726167750_996902872,Ludwig,1428005883,-74.03856011,40.736364347,0,0,#eee7e0,#3b2210,#8a602e,#a09c98,#a48c8c
berlin,954496716932467562_1139305593,Aden,1428004897,13.39512825,52.531784056,1,0,#976453,#e7ddd5,#3e272a,#dba07c,#c8b1a8
seoul,954643198076559932_174006575,Normal,1428022359,126.990638333,37.540878333,0,0,#503d2d,#dfcabe,#abbab8,#a2705f,#929a9f
london,954535981448925183_219006506,Normal,1428009577,-0.118683333,51.503403333,0,0,#3c2719,#bc56ab,#913099,#82455f,#92886e
tokyo,954618126299076443_449978364,Amaro,1428019370,139.730653333,35.667263333,0,0,#27221f,#ede5eb,#6b505c,#987f8e,#8c7c74
london,954494593500703161_212587297,Amaro,1428004644,-0.185413264,51.510575413,0,0,#c5ccbe,#3b272d,#696832,#7d6867,#5c576b
paris,954515632391919381_1474934548,Normal,1428007152,2.298117144,48.859025596,1,0,#2a2727,#dec075,#a27f50,#726452,#7c6c84
london,954601384961362368_1678418569,Lo-fi,1428017374,-0.123966336,51.508514662,0,0,#eed5ba,#242c26,#837b68,#8ba9a2,#718da2
paris,954658193041961496_192357987,Normal,1428024146,2.308834246,48.869412194,1,1,#ecded7,#86515d,#1c1131,#c27962,#524c62
london,954453686628626876_1520051003,Normal,1427999767,-0.11750897,51.513231825,0,0,#383e46,#e8e8e5,#6d7e8e,#88a0b6,#98b084
tokyo,954180763762777667_384606494,Normal,1427967232,139.744458388,35.667481772,0,0,#c4b6bb,#120a0f,#91afed,#7c514b,#596698
tokyo,954192838039146842_259700739,Normal,1427968672,139.747360551,35.691243083,0,0,#292723,#b8b4a5,#7a7569,#878d98,#91a198
tokyo,954184184100358589_5571601,Normal,1427967640,139.775339295,35.698309918,0,0,#87774e,#202210,#e2c292,#562f1b,#f7e1bb
seoul,954191561241977499_1705055,Rise,1427968519,126.98565754,37.573509961,0,0,#2c2227,#a98866,#72473d,#867858,#806a65
tokyo,954211740746383828_663199,Lo-fi,1427970925,139.741425,35.66682,1,0,#d5cdd1,#2d2429,#5e494d,#7b7179,#725e5a
london,954209301663098226_1779410040,Mayfair,1427970634,-0.15675,51.518795,0,0,#d7bda3,#353a32,#c5a125,#7d3527,#838575
berlin,954211930487490665_7117401,Aden,1427970948,13.382766667,52.499241667,0,0,#ddd7d4,#352a34,#827574,#a19189,#a0949c
london,954186432476541831_22679283,Slumber,1427967908,-0.157236189,51.521555166,7,0,#474139,#dedac9,#8d8b7e,#b29d85,#9da2a4
tokyo,954142589071401456_14412823,Ludwig,1427962681,139.76877,35.680008333,0,0,#2b2316,#caac91,#8f9284,#9c6446,#94847c
london,954167528779877794_28437242,Normal,1427965654,-0.138440706,51.475959152,3,1,#cebfaf,#694c35,#b3855e,#595255,#7c5c4c
tokyo,954185007844886987_5571601,Normal,1427967738,139.775267855,35.698452639,1,0,#3e291d,#d39567,#965634,#a89f8c,#9d918c
seoul,954705565659075956_2318236,Normal,1428029793,126.968175585,37.568433967,0,0,#15171b,#c3c2cc,#5c3743,#798a9a,#6a788d
seoul,954415534988250034_292686457,Normal,1427995219,126.987978333,37.551133333,0,0,#8c434e,#d0ccbc,#331424,#e84057,#d25baf
london,954268090297386694_47727720,Normal,1427977642,-0.176984133,51.492402392,0,0,#77503e,#becbca,#a4a5a5,#1b280f,#bd725b
seoul,954258823429624357_17919995,Ludwig,1427976538,127.0294711,37.5872049,0,0,#ae6f42,#321e12,#f2eede,#792f12,#e1cdaf
london,954272730372686499_178338375,Hefe,1427978195,-0.14604747,51.511971663,0,0,#e1cfc0,#46446c,#9c8c8c,#a06160,#c08b67
newyork,954247820608487931_1621645975,Ludwig,1427975226,-74.0332713,40.736912,1,0,#8b563a,#1c1a0d,#ede7bc,#e0744a,#c2aca0
tokyo,954246459601806277_39693927,Mayfair,1427975064,139.768780743,35.680852449,1,0,#e0b480,#382419,#995738,#9fb2b4,#a89777
london,954226677711903839_306033590,Normal,1427972706,-0.099822251,51.505964087,14,2,#b49689,#6d3831,#6d4949,#f2d8d3,#595b55
tokyo,954238160290679040_415834065,Normal,1427974074,139.772742241,35.697321105,0,0,#e7dbbd,#5f3a49,#af8870,#747899,#a87250
tokyo,953948748875621135_430202615,Normal,1427939574,139.7497582,35.6931384,1,0,#8691b0,#315687,#f8f7f8,#615455,#523f45
tokyo,954327148623847881_176113863,Clarendon,1427984683,139.775958806,35.713886828,3,0,#e5d0d8,#572471,#ae699c,#686fa0,#a25d6a
seoul,954310252767173450_318285,Mayfair,1427982668,126.984428333,37.562366667,0,0,#372824,#d1b090,#8f6e51,#a59a7e,#8c8c94
london,954301893055257387_1706870677,Crema,1427981672,-0.100211422,51.523782819,3,0,#67563f,#e2dac7,#cab285,#a7977d,#aeae87
london,954314462882673946_228297284,Perpetua,1427983170,-0.108778907,51.515321591,0,0,#323324,#da855f,#5bb67c,#7b6749,#809189
newyork,954304007546324832_32825496,Normal,1427981924,-74.0348805,40.705945,2,0,#e2eaee,#555861,#2f343f,#8291a1,#6f747a
moscow,954472228414028266_193621533,Lo-fi,1428001977,37.655567209,55.775752289,0,0,#efefee,#4a3e2e,#b4b4a7,#ad7a5d,#939484
seoul,954164788571811082_1146270138,Normal,1427965328,126.958412167,37.535270667,0,0,#af9470,#d0d3d1,#3a2a1b,#a56023,#882512
newyork,954258796945119891_254278365,Slumber,1427976534,-74.0462805,40.718645,1,0,#593f2b,#ecdfbb,#c8864b,#a3673e,#ddb87e
london,954247507365142158_218959934,Slumber,1427975189,-0.125253325,51.51381987,6,0,#5b4a3f,#dbd6c8,#c1b09f,#d47a7f,#988e87
london,954178214927122254_1228087414,Normal,1427966928,-0.099825,51.514721667,1,0,#b3b8b9,#383343,#4a565d,#696573,#61585b
london,954182226798185248_54344865,Normal,1427967407,-0.159672239,51.490901506,14,0,#494641,#d4cfc5,#a19b90,#baa794,#9ca7b9
seoul,954192045626377335_536040,Normal,1427968577,127.023496387,37.521700901,1,1,#412a22,#d2c4c4,#adadb3,#96736b,#9e97a1
seoul,954166640223406882_1460195721,Normal,1427965549,126.981963333,37.580191667,0,0,#191712,#5d4d3c,#f2f1f0,#908f60,#8f8a89
tokyo,954175744986889249_504833886,Ludwig,1427966634,139.783625034,35.695026064,0,0,#cab29c,#100f0a,#785f48,#939487,#867e8a
berlin,953785428296351371_31110782,Normal,1427920104,13.368743,52.492916,5,0,#76613a,#dbc9a1,#11323e,#abbeaa,#9da0a4
london,953717586464746657_37144490,Normal,1427912017,-0.102665921,51.536158142,0,0,#94846c,#322e28,#d6d3cc,#d9c6a8,#dba690
london,953699365987724453_17943498,Normal,1427909845,-0.097197167,51.532795,0,0,#705f5c,#dcddde,#ca9d8e,#201f2c,#b3aca1
london,953742193439236288_922529055,Normal,1427914950,-0.168586308,51.519064126,6,1,#546010,#dd5e62,#95732a,#9d988a,#a6ac90
london,953709765838356585_250096903,Normal,1427911085,-0.131118722,51.517520051,3,0,#d8b69d,#2b3029,#83614a,#9ca585,#9c9494
newyork,953701317504749174_234583154,Normal,1427910078,-74.04198026,40.72831085,0,0,#1f1a1c,#d2b8d3,#9f748b,#7e6271,#8c8c94
newyork,953759733662139036_41585047,Ludwig,1427917041,-74.043786781,40.744815509,0,0,#d3bea9,#2d2a22,#837870,#9b9d98,#96929f
london,953757517811881290_7935580,Normal,1427916777,-0.174828333,51.49633,0,0,#393939,#d5d5d5,#a7a7a7,#8a8a8a,#9c9c9c
london,953775676983722649_262490367,Skyline,1427918942,-0.154500811,51.56317327,0,0,#3d563a,#548f52,#271c1f,#5a6573,#807864
stockholm,954782322823898938_227758944,Normal,1428038943,18.009596195,59.393267037,0,0,#514644,#d6ccc6,#a09694,#b8b7ba,#a6a4b0
seoul,954755177370644897_614822331,Crema,1428035708,127.01175555,37.540541667,0,0,#c4b08e,#222426,#766d5e,#829a85,#898696
london,954514805794758783_922529055,Normal,1428007053,-0.168586308,51.519064126,3,1,#1c1a0f,#c6b296,#6d6642,#898c64,#84847c
moscow,954531992823992871_296540323,Normal,1428009102,37.624245,55.759736667,2,0,#805032,#281c1c,#d8d0ab,#9673c7,#ce8a55
tehran,954509154121319874_181994256,Normal,1428006379,51.4018436,35.7302022,0,0,#0b1020,#c27e78,#4c5f63,#3c5c95,#499e84
berlin,954516468758475171_26721787,Ludwig,1428007251,13.410277778,52.528333333,0,0,#b5b2b4,#28342e,#4a4746,#616360,#4f5647
seoul,954788908032997941_188264749,Normal,1428039729,126.956268192,37.552510084,0,0,#d2baa5,#2a231f,#836552,#8ba5a5,#788094
berlin,954492838152851975_221814179,Sierra,1428004434,13.338199052,52.505509856,17,0,#b5a29a,#121322,#713934,#645a5c,#98543c
paris,954511627240999693_854002945,Hudson,1428006674,2.32623793,48.89096553,0,0,#422722,#e67a69,#af9c78,#9d5745,#8e818c
stockholm,954506199838018965_12064146,Normal,1428006027,18.024531226,59.344987072,10,1,#4d4d4d,#aeaeae,#7b7b7b,#949494,#8c8c8c
london,954384714310753035_1810850901,Normal,1427991545,-0.1477435,51.5639048,0,0,#494b4a,#e2e1e2,#93908e,#a9aeb2,#959eaf
newyork,954726783419612050_7194541,Normal,1428032323,-74.079653341,40.701401015,2,0,#764c41,#f7f3e7,#e3625c,#e2c096,#ab9b8a
seoul,954797304878478268_1207189619,Normal,1428040730,126.968175585,37.568433967,0,0,#292d2e,#ae8c80,#cccac1,#606a7e,#889490
tokyo,954776027732320994_200180711,Normal,1428038193,139.794928079,35.712117142,1,0,#c8bcb0,#2e2b2e,#696261,#504545,#6b5542
moscow,954799118063756785_397570760,Normal,1428040946,37.609347936,55.741648618,11,0,#2d1813,#d3a385,#b0070d,#969c9c,#8f8278
seoul,954757955735505228_396966521,Sierra,1428036039,127.035685073,37.522993432,0,0,#ac9d99,#312d38,#676060,#5d3e3b,#6a4c44
moscow,954798677024302569_397570760,Normal,1428040893,37.609347936,55.741648618,19,0,#e7ccb5,#2d1d1b,#8b5a44,#a59f86,#8c8c8c
seoul,954796229110725793_1506770446,Normal,1428040601,127.024020808,37.520267873,3,0,#8a6446,#e8e0d3,#d4be9f,#d19982,#39281a
moscow,954799149186046385_1426826301,Normal,1428040949,37.662144424,55.720036319,0,0,#3f3328,#e37b79,#55b78a,#953730,#a48c98
tokyo,954735100296610432_1384834527,Normal,1428033314,139.747873995,35.692993658,1,0,#37382b,#f6f6f6,#8d867d,#9d9b9c,#a5a5a1
tokyo,954793795443381495_222147452,Aden,1428040311,139.742106898,35.699698529,0,0,#7a736d,#d0cac8,#322b25,#d9c6a2,#ceb097
moscow,954784042579081778_333447253,Normal,1428039149,37.651928333,55.736928333,2,0,#6d5844,#ddd8cf,#b6b0a4,#1c140b,#a7a19e
tokyo,954715906321933499_144083832,X-Pro II,1428031026,139.754600154,35.669635454,1,0,#d3b573,#24192b,#804e41,#819d73,#7c81a1
seoul,954229261728814331_387952116,Normal,1427973014,127.026269079,37.522035991,4,0,#745543,#daceb9,#cd906b,#a7a4ac,#2a2824
tokyo,954821610769114428_879248,Ludwig,1428043627,139.776454513,35.688769079,0,0,#e7ccbc,#291b17,#8a3c2b,#ae7c64,#ac673f
tokyo,954867970736881951_832783,Normal,1428049154,139.7451,35.653716667,0,0,#d4d0cb,#8c565f,#b2878b,#6f978c,#84746c
rome,954794905315437691_268032938,Normal,1428040444,12.516281046,41.884670698,4,0,#404040,#e6e8dd,#8c8c8c,#aab578,#a4a4a4
tokyo,954702348905012451_1105688510,Mayfair,1428029410,139.744442662,35.699217941,2,0,#b37039,#35291d,#d9c6be,#e3b96a,#702911
seoul,954877420019397927_293189876,Rise,1428050280,127.008634386,37.507579073,0,0,#af977b,#682e31,#d9dbcc,#4c5f66,#a08832
tokyo,954803570914578294_1424087258,Rise,1428041477,139.718364846,35.689555063,0,0,#beb4a6,#4e373d,#826850,#606564,#f4f1ed
tokyo,954840346093686528_1580737050,Crema,1428045861,139.758256874,35.663833917,0,0,#af8a7e,#40272f,#e7e4d5,#514d51,#9e4d39
moscow,954853440300168570_1699767476,Normal,1428047421,37.653930624,55.75516184,0,0,#3a2923,#e5ccae,#a47d62,#a8a7a3,#8282a7
tokyo,954852038330342152_47113893,Vesper,1428047254,139.7755078,35.70959,0,0,#b67c7e,#e8d5c0,#312334,#982450,#d87fce
seoul,954817442876588488_5120095,Ludwig,1428043130,126.994896667,37.52903,0,0,#453a28,#ece5d4,#987e5d,#abaf85,#9e9b94
seoul,954841451024993641_600357674,Lo-fi,1428045992,126.989219957,37.53804617,3,0,#121d0f,#d9dfda,#699f71,#386d35,#6d8493
tokyo,954860150917990360_1292757336,Ludwig,1428048221,139.756852644,35.664386887,0,0,#926449,#f5e5d8,#3a1d0b,#cbaca4,#d4a785
tokyo,954832300480784682_50138705,Ludwig,1428044901,139.71582954,35.729212585,0,0,#441e0f,#e1b27c,#a65022,#b3a050,#9e8c7e
paris,954848916782957173_326350239,Normal,1428046882,2.33768,48.860191667,4,0,#513b33,#ebdece,#987961,#bf9771,#a586a8
stockholm,954855719527428733_41967987,Normal,1428047693,18.001166667,59.334666667,1,0,#dfdbd6,#3e3034,#a0907f,#7c553f,#9c7754
tokyo,954836356589350771_451507234,Normal,1428045385,139.7311441,35.66199298,48,0,#a48a68,#f7f6f3,#e6da98,#843418,#895e28
tokyo,954844876260449031_510171733,Normal,1428046401,139.77544122,35.68001997,0,0,#3e383a,#857775,#b2a2a7,#9a948f,#9396a2
london,954842929183334547_180699359,Valencia,1428046168,-0.139396987,51.50567081,0,0,#371622,#c7b68c,#84614e,#aa7c54,#94767c
moscow,954815613339865366_1545706955,Normal,1428042912,37.643044027,55.725459731,0,0,#9e5242,#f6f1ee,#d2a593,#777777,#d9757e
stockholm,954839839993548246_22733378,Normal,1428045800,17.998761699,59.377895298,2,0,#d9c7cc,#261f30,#782f4d,#9a7746,#79819f
seoul,954839863765383779_8231933,Valencia,1428045803,127.021482037,37.522120415,0,0,#c5c5b5,#31172b,#826d66,#615b3d,#5b5356
seoul,954859928962516284_6116072,Aden,1428048195,127.0229945,37.519353333,0,0,#4f4549,#d5c0bb,#9a827c,#ababa6,#a49cac
tokyo,954821175895874884_52424822,Normal,1428043575,139.755214563,35.690943222,1,0,#978c80,#874e26,#cfd8d9,#2f6969,#6c4444
seoul,954810174805269633_27418222,Amaro,1428042264,126.982146667,37.584755,0,0,#442425,#d3ca7b,#c67b48,#8c8044,#818595
london,954456737935690674_1461587209,Lo-fi,1428000131,-0.095891667,51.51397,0,0,#1d1f23,#cbc5ba,#a19e97,#848179,#90919c
berlin,954814481751050989_284357785,Normal,1428042777,13.37440818,52.508055505,3,0,#bab9b5,#2e3238,#6f7576,#804947,#666151
stockholm,954846370172712554_246143532,Normal,1428046579,18.04716157,59.331498727,3,0,#b03a47,#dcdcb3,#de8ac6,#ce877a,#4d1922
london,954459738214853385_44603417,Lo-fi,1428000488,-0.130936167,51.51073,1,0,#4c5457,#e7cfb7,#a78e71,#a1d0c2,#5e8dcc
tokyo,954799560102989635_1424087258,Normal,1428040998,139.718364846,35.689555063,0,0,#975a3c,#d3b4ae,#321d16,#da9252,#e0b782
moscow,954802957513772391_1616936650,Normal,1428041403,37.623825464,55.739976782,2,1,#241f1e,#e2ccac,#5e94b4,#b45e3e,#1c7ad0
seoul,954806481159388494_50859030,Valencia,1428041823,127.00300555,37.580186667,0,0,#cdccb6,#4d3533,#8b7764,#736246,#6a625a
seoul,954804653305027192_256667229,Normal,1428041606,126.981675,37.58233,26,0,#e8e9eb,#29252d,#98979c,#7c7c84,#74747c
tokyo,954481058190233762_179387,Mayfair,1428003030,139.734059179,35.662180929,0,0,#cfab65,#2d2418,#8e6a33,#a09772,#847c74
moscow,954799349270570483_397570760,Normal,1428040973,37.609347936,55.741648618,14,0,#150f17,#ba9a8d,#6b5551,#4948ae,#668e5a
moscow,954485613201520969_762791597,Crema,1428003573,37.6339,55.736836667,0,0,#c7b194,#312935,#6c454b,#776968,#965e44
stockholm,954485344287582786_2496273,Stinson,1428003541,17.965670759,59.328866699,4,0,#8b4b3e,#ca5b5b,#b68856,#422f2c,#b47c74
paris,954476272764021630_53677265,Normal,1428002460,2.316138333,48.85785,7,0,#191919,#dbdbdb,#656565,#848484,#7c7c7c
london,954351262766471633_26607309,Normal,1427987557,-0.152519718,51.514132547,14,0,#d0c0ad,#342d25,#867969,#76524d,#70644c
london,954323683303230174_1478685513,Valencia,1427984269,-0.138061167,51.511796667,1,0,#cfcbaf,#6b474b,#9a7169,#97674e,#715f63
tehran,954517220588050266_1765767356,Normal,1428007341,51.371940778,35.716335852,0,0,#3c3527,#d1be9d,#948363,#a8a78e,#9c9694
london,954516106562884429_175216139,Willow,1428007208,-0.101324004,51.5086978,3,0,#414043,#c6c0c1,#8c8789,#a4a4a3,#a29ca4
seoul,954542222992082195_40896,Normal,1428010321,126.956629113,37.541146016,0,0,#ece4d9,#403d34,#a69485,#826c60,#7e7664
rome,954514714707380027_1689335272,Normal,1428007042,12.4932147,41.9066884,0,0,#c0d5d1,#253632,#7a948e,#5c6c64,#5c6464
london,954266999985606925_174995323,Valencia,1427977512,-0.126509198,51.515878855,0,0,#aca380,#503132,#f1f6e4,#5d6035,#5a5f45
tokyo,954278016990413044_21782911,Normal,1427978826,139.760597,35.652731642,2,0,#c79959,#6c311b,#efdbb6,#5c541a,#f4d48b
tokyo,954270146514710154_184399410,Normal,1427977887,139.745116667,35.657121667,0,0,#232220,#a69182,#6d5e52,#88847c,#80787c
london,954163726826648392_1547001067,Nashville,1427965201,-0.116572623,51.520740007,0,0,#159e6a,#e2cdaf,#a63480,#76af92,#9a9c44
tokyo,954154867357489856_1472635869,Perpetua,1427964145,139.759534996,35.663293526,0,0,#32362c,#cfba9e,#876249,#95a085,#a4b094
london,954882230814570828_3125573,Valencia,1428050854,-0.101324004,51.5086978,1,0,#c5c9c6,#240f2c,#603d4e,#957650,#726895
tehran,954887076762138588_1726605300,Normal,1428051431,51.425997572,35.723488745,1,0,#dae1da,#39362e,#908f83,#6e695f,#787768
moscow,954894348916316868_504743029,Hefe,1428052298,37.689001138,55.753239462,1,0,#e4d7ca,#39171a,#8d351e,#be7345,#a07a7f
